uid,client_name,client_ip,sender_ip,client_timestamp,client_lat,client_long,event_type
55263,pidrive,0.0.0.0,192.168.1.23,1402842333,40.637555,-89.477067,3
55243,pidrive,192.168.1.65,,1402842334,40.637555,-89.477067,4
55264,pidrive,,,1402842334,40.637555,-89.477067,0
55265,pidrive,0.0.0.0,192.168.1.23,1402842334,40.637555,-89.477067,1
55266,pidrive,0.0.0.0,192.168.1.23,1402842334,40.637555,-89.477067,2
55267,pidrive,0.0.0.0,192.168.1.23,1402842334,40.637555,-89.477067,3
55244,pidrive,192.168.1.65,,1402842335,40.637555,-89.477067,4
55268,pidrive,,,1402842335,40.637555,-89.477067,0
55269,pidrive,0.0.0.0,192.168.1.23,1402842335,40.637555,-89.477067,1
55270,pidrive,0.0.0.0,192.168.1.23,1402842335,40.637555,-89.477067,2
55271,pidrive,0.0.0.0,192.168.1.23,1402842335,40.637555,-89.477067,3
55245,pidrive,192.168.1.65,,1402842336,40.637555,-89.477067,4
55273,pidrive,,,1402842336,40.637555,-89.477067,0
55274,pidrive,0.0.0.0,192.168.1.23,1402842336,40.637555,-89.477067,1
55275,pidrive,0.0.0.0,192.168.1.23,1402842336,40.637555,-89.477067,2
55276,pidrive,0.0.0.0,192.168.1.23,1402842336,40.637555,-89.477067,3
55246,pidrive,192.168.1.65,,1402842338,40.637555,-89.477067,4
55247,pidrive,192.168.1.65,,1402842338,40.637555,-89.477067,4
55277,pidrive,,,1402842338,40.637555,-89.477067,0
55278,pidrive,0.0.0.0,192.168.1.23,1402842338,40.637555,-89.477067,1
55279,pidrive,0.0.0.0,192.168.1.23,1402842338,40.637555,-89.477067,2
55280,pidrive,0.0.0.0,192.168.1.23,1402842338,40.637555,-89.477067,3
55281,pidrive,,,1402842338,40.637555,-89.477067,0
55282,pidrive,0.0.0.0,192.168.1.23,1402842338,40.637555,-89.477067,1
55283,pidrive,0.0.0.0,192.168.1.23,1402842338,40.637555,-89.477067,2
55284,pidrive,0.0.0.0,192.168.1.23,1402842338,40.637555,-89.477067,3
55285,pidrive,,,1402842339,40.637555,-89.477067,0
55248,pidrive,192.168.1.65,,1402842340,40.637555,-89.477067,4
55286,pidrive,0.0.0.0,192.168.1.23,1402842340,40.637555,-89.477067,1
55287,pidrive,0.0.0.0,192.168.1.23,1402842340,40.637555,-89.477067,2
55288,pidrive,0.0.0.0,192.168.1.23,1402842340,40.637555,-89.477067,3
55272,pidrive,192.168.1.65,,1402842341,40.637555,-89.477067,4
55299,pidrive,,,1402842341,40.637555,-89.477067,0
55301,pidrive,0.0.0.0,192.168.1.23,1402842341,40.637555,-89.477067,1
55302,pidrive,0.0.0.0,192.168.1.23,1402842341,40.637555,-89.477067,2
55303,pidrive,0.0.0.0,192.168.1.23,1402842341,40.637555,-89.477067,3
55304,pidrive,,,1402842341,40.637555,-89.477067,0
55289,pidrive,192.168.1.65,,1402842342,40.637555,-89.477067,4
55305,pidrive,0.0.0.0,192.168.1.23,1402842342,40.637555,-89.477067,1
55306,pidrive,0.0.0.0,192.168.1.23,1402842342,40.637555,-89.477067,2
55307,pidrive,0.0.0.0,192.168.1.23,1402842342,40.637555,-89.477067,3
55290,pidrive,192.168.1.65,,1402842343,40.637555,-89.477067,4
55308,pidrive,,,1402842343,40.637555,-89.477067,0
55309,pidrive,0.0.0.0,192.168.1.23,1402842343,40.637555,-89.477067,1
55310,pidrive,0.0.0.0,192.168.1.23,1402842343,40.637555,-89.477067,2
55311,pidrive,0.0.0.0,192.168.1.23,1402842343,40.637555,-89.477067,3
