uid,client_name,client_ip,sender_ip,client_timestamp,client_lat,client_long,event_type
56456,pidrive,0.0.0.0,192.168.1.23,1402842611,40.637749,-89.476840,1
56457,pidrive,0.0.0.0,192.168.1.23,1402842611,40.637749,-89.476840,2
56458,pidrive,0.0.0.0,192.168.1.23,1402842611,40.637749,-89.476840,3
56459,pidrive,,,1402842612,40.637692,-89.476887,0
56445,pidrive,192.168.1.65,,1402842613,40.637621,-89.476912,4
56460,pidrive,0.0.0.0,192.168.1.23,1402842613,40.637621,-89.476912,1
56461,pidrive,0.0.0.0,192.168.1.23,1402842613,40.637621,-89.476912,2
56462,pidrive,0.0.0.0,192.168.1.23,1402842613,40.637621,-89.476912,3
56446,pidrive,192.168.1.65,,1402842614,40.637545,-89.476912,4
56463,pidrive,,,1402842614,40.637545,-89.476912,0
56464,pidrive,0.0.0.0,192.168.1.23,1402842614,40.637545,-89.476912,1
56465,pidrive,0.0.0.0,192.168.1.23,1402842614,40.637545,-89.476912,2
56466,pidrive,0.0.0.0,192.168.1.23,1402842614,40.637545,-89.476912,3
56467,pidrive,,,1402842614,40.637545,-89.476912,0
56447,pidrive,192.168.1.65,,1402842615,40.637475,-89.476913,4
56468,pidrive,0.0.0.0,192.168.1.23,1402842615,40.637475,-89.476913,1
56469,pidrive,0.0.0.0,192.168.1.23,1402842615,40.637475,-89.476913,2
56470,pidrive,0.0.0.0,192.168.1.23,1402842615,40.637475,-89.476913,3
56448,pidrive,192.168.1.65,,1402842616,40.637404,-89.476913,4
56471,pidrive,,,1402842616,40.637404,-89.476913,0
56472,pidrive,0.0.0.0,192.168.1.23,1402842616,40.637404,-89.476913,1
56473,pidrive,0.0.0.0,192.168.1.23,1402842616,40.637404,-89.476913,2
56474,pidrive,0.0.0.0,192.168.1.23,1402842616,40.637404,-89.476913,3
56449,pidrive,192.168.1.65,,1402842617,40.637328,-89.476914,4
56475,pidrive,,,1402842617,40.637328,-89.476914,0
56476,pidrive,0.0.0.0,192.168.1.23,1402842617,40.637328,-89.476914,1
56477,pidrive,0.0.0.0,192.168.1.23,1402842617,40.637328,-89.476914,2
56478,pidrive,0.0.0.0,192.168.1.23,1402842617,40.637328,-89.476914,3
56479,pidrive,,,1402842617,40.637328,-89.476914,0
56450,pidrive,192.168.1.65,,1402842618,40.637252,-89.476915,4
56480,pidrive,0.0.0.0,192.168.1.23,1402842618,40.637252,-89.476915,1
56481,pidrive,0.0.0.0,192.168.1.23,1402842618,40.637252,-89.476915,2
56482,pidrive,0.0.0.0,192.168.1.23,1402842618,40.637252,-89.476915,3
56451,pidrive,192.168.1.65,,1402842619,40.637176,-89.476915,4
56483,pidrive,,,1402842619,40.637176,-89.476915,0
56484,pidrive,0.0.0.0,192.168.1.23,1402842619,40.637176,-89.476915,1
56485,pidrive,0.0.0.0,192.168.1.23,1402842619,40.637176,-89.476915,2
56486,pidrive,0.0.0.0,192.168.1.23,1402842619,40.637176,-89.476915,3
56452,pidrive,192.168.1.65,,1402842620,40.637099,-89.476904,4
56487,pidrive,,,1402842620,40.637099,-89.476904,0
56488,pidrive,0.0.0.0,192.168.1.23,1402842620,40.637099,-89.476904,1
56489,pidrive,0.0.0.0,192.168.1.23,1402842620,40.637099,-89.476904,2
56490,pidrive,0.0.0.0,192.168.1.23,1402842620,40.637099,-89.476904,3
56491,pidrive,,,1402842620,40.637099,-89.476904,0
56453,pidrive,192.168.1.65,,1402842621,40.637023,-89.476905,4
56492,pidrive,0.0.0.0,192.168.1.23,1402842621,40.637023,-89.476905,1
56493,pidrive,0.0.0.0,192.168.1.23,1402842621,40.637023,-89.476905,2
56494,pidrive,0.0.0.0,192.168.1.23,1402842621,40.637023,-89.476905,3
56505,pidrive,,,1402842622,40.636939,-89.476905,0
56495,pidrive,192.168.1.65,,1402842623,40.636857,-89.476906,4
56506,pidrive,,,1402842623,40.636857,-89.476906,0
56507,pidrive,0.0.0.0,192.168.1.23,1402842623,40.636857,-89.476906,1
56508,pidrive,0.0.0.0,192.168.1.23,1402842623,40.636857,-89.476906,2
56509,pidrive,0.0.0.0,192.168.1.23,1402842623,40.636857,-89.476906,3
56496,pidrive,192.168.1.65,,1402842624,40.636781,-89.476895,4
56510,pidrive,,,1402842624,40.636781,-89.476895,0
56511,pidrive,0.0.0.0,192.168.1.23,1402842624,40.636781,-89.476895,1
56512,pidrive,0.0.0.0,192.168.1.23,1402842624,40.636781,-89.476895,2
56513,pidrive,0.0.0.0,192.168.1.23,1402842624,40.636781,-89.476895,3
56497,pidrive,192.168.1.65,,1402842625,40.636698,-89.476907,4
56514,pidrive,,,1402842625,40.636698,-89.476907,0
56515,pidrive,0.0.0.0,192.168.1.23,1402842625,40.636698,-89.476907,1
56516,pidrive,0.0.0.0,192.168.1.23,1402842625,40.636698,-89.476907,2
56517,pidrive,0.0.0.0,192.168.1.23,1402842625,40.636698,-89.476907,3
56498,pidrive,192.168.1.65,,1402842626,40.636615,-89.476908,4
56518,pidrive,,,1402842626,40.636615,-89.476908,0
56519,pidrive,0.0.0.0,192.168.1.23,1402842626,40.636615,-89.476908,1
56520,pidrive,0.0.0.0,192.168.1.23,1402842626,40.636615,-89.476908,2
56521,pidrive,0.0.0.0,192.168.1.23,1402842626,40.636615,-89.476908,3
56499,pidrive,192.168.1.65,,1402842627,40.636539,-89.476920,4
56522,pidrive,,,1402842627,40.636539,-89.476920,0
56523,pidrive,0.0.0.0,192.168.1.23,1402842627,40.636539,-89.476920,1
56524,pidrive,0.0.0.0,192.168.1.23,1402842628,40.636463,-89.476921,2
56525,pidrive,0.0.0.0,192.168.1.23,1402842628,40.636463,-89.476921,3
56526,pidrive,,,1402842628,40.636463,-89.476921,0
56500,pidrive,192.168.1.65,,1402842629,40.636387,-89.476934,4
56501,pidrive,192.168.1.65,,1402842629,40.636387,-89.476934,4
56527,pidrive,0.0.0.0,192.168.1.23,1402842629,40.636387,-89.476934,1
56529,pidrive,0.0.0.0,192.168.1.23,1402842629,40.636387,-89.476934,2
56530,pidrive,0.0.0.0,192.168.1.23,1402842629,40.636387,-89.476934,3
56531,pidrive,,,1402842629,40.636387,-89.476934,0
56532,pidrive,0.0.0.0,192.168.1.23,1402842629,40.636387,-89.476934,1
56533,pidrive,0.0.0.0,192.168.1.23,1402842629,40.636387,-89.476934,2
56534,pidrive,0.0.0.0,192.168.1.23,1402842629,40.636387,-89.476934,3
56535,pidrive,,,1402842630,40.636311,-89.476934,0
56502,pidrive,192.168.1.65,,1402842631,40.636233,-89.476935,4
56536,pidrive,0.0.0.0,192.168.1.23,1402842631,40.636233,-89.476935,1
56537,pidrive,0.0.0.0,192.168.1.23,1402842631,40.636233,-89.476935,2
56538,pidrive,0.0.0.0,192.168.1.23,1402842631,40.636233,-89.476935,3
56503,pidrive,192.168.1.65,,1402842632,40.636170,-89.476947,4
56539,pidrive,,,1402842632,40.636170,-89.476947,0
56540,pidrive,0.0.0.0,192.168.1.23,1402842632,40.636170,-89.476947,1
56541,pidrive,0.0.0.0,192.168.1.23,1402842632,40.636170,-89.476947,2
56542,pidrive,0.0.0.0,192.168.1.23,1402842632,40.636170,-89.476947,3
56543,pidrive,,,1402842632,40.636170,-89.476947,0
56504,pidrive,192.168.1.65,,1402842633,40.636100,-89.476948,4
56544,pidrive,0.0.0.0,192.168.1.23,1402842633,40.636100,-89.476948,1
56545,pidrive,0.0.0.0,192.168.1.23,1402842633,40.636100,-89.476948,2
56546,pidrive,0.0.0.0,192.168.1.23,1402842633,40.636100,-89.476948,3
56555,pidrive,,,1402842633,40.636100,-89.476948,0
56528,pidrive,192.168.1.65,,1402842634,40.636049,-89.476948,4
56556,pidrive,0.0.0.0,192.168.1.23,1402842634,40.636049,-89.476948,1
56557,pidrive,0.0.0.0,192.168.1.23,1402842634,40.636049,-89.476948,2
56558,pidrive,0.0.0.0,192.168.1.23,1402842634,40.636049,-89.476948,3
56547,pidrive,192.168.1.65,,1402842635,40.635998,-89.476937,4
56559,pidrive,,,1402842635,40.635998,-89.476937,0
56560,pidrive,0.0.0.0,192.168.1.23,1402842635,40.635998,-89.476937,1
56561,pidrive,0.0.0.0,192.168.1.23,1402842635,40.635998,-89.476937,2
56562,pidrive,0.0.0.0,192.168.1.23,1402842635,40.635998,-89.476937,3
56563,pidrive,,,1402842635,40.635998,-89.476937,0
56548,pidrive,192.168.1.65,,1402842636,40.635960,-89.476937,4
56564,pidrive,0.0.0.0,192.168.1.23,1402842636,40.635960,-89.476937,1
56565,pidrive,0.0.0.0,192.168.1.23,1402842636,40.635960,-89.476937,2
56566,pidrive,0.0.0.0,192.168.1.23,1402842636,40.635960,-89.476937,3
56549,pidrive,192.168.1.65,,1402842637,40.635928,-89.476914,4
56567,pidrive,,,1402842637,40.635928,-89.476914,0
56568,pidrive,0.0.0.0,192.168.1.23,1402842637,40.635928,-89.476914,1
56569,pidrive,0.0.0.0,192.168.1.23,1402842637,40.635928,-89.476914,2
56570,pidrive,0.0.0.0,192.168.1.23,1402842637,40.635928,-89.476914,3
56550,pidrive,192.168.1.65,,1402842638,40.635896,-89.476867,4
56571,pidrive,,,1402842638,40.635896,-89.476867,0
56572,pidrive,0.0.0.0,192.168.1.23,1402842638,40.635896,-89.476867,1
56573,pidrive,0.0.0.0,192.168.1.23,1402842638,40.635896,-89.476867,2
56574,pidrive,0.0.0.0,192.168.1.23,1402842638,40.635896,-89.476867,3
56575,pidrive,,,1402842638,40.635896,-89.476867,0
56551,pidrive,192.168.1.65,,1402842639,40.635876,-89.476796,4
56576,pidrive,0.0.0.0,192.168.1.23,1402842639,40.635876,-89.476796,1
56578,pidrive,0.0.0.0,192.168.1.23,1402842639,40.635876,-89.476796,2
56579,pidrive,0.0.0.0,192.168.1.23,1402842639,40.635876,-89.476796,3
56580,pidrive,,,1402842640,40.635863,-89.476713,0
56552,pidrive,192.168.1.65,,1402842641,40.635849,-89.476630,4
56581,pidrive,0.0.0.0,192.168.1.23,1402842641,40.635849,-89.476630,1
56582,pidrive,0.0.0.0,192.168.1.23,1402842641,40.635849,-89.476630,2
56583,pidrive,0.0.0.0,192.168.1.23,1402842641,40.635849,-89.476630,3
56584,pidrive,,,1402842641,40.635849,-89.476630,0
56585,pidrive,0.0.0.0,192.168.1.23,1402842641,40.635849,-89.476630,1
56586,pidrive,0.0.0.0,192.168.1.23,1402842641,40.635849,-89.476630,2
56587,pidrive,,,1402842641,40.635849,-89.476630,0
56588,pidrive,0.0.0.0,192.168.1.23,1402842642,40.635842,-89.476524,3
56589,pidrive,,,1402842643,40.635840,-89.476418,0
56590,pidrive,0.0.0.0,192.168.1.23,1402842644,40.635846,-89.476311,1
56553,pidrive,192.168.1.65,,1402842645,,,9
56591,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,2
56592,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,1
56593,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,2
56594,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,3
56596,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,1
56597,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,2
56598,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,3
56599,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,1
56600,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,2
56601,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,3
56602,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,1
56604,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,3
56605,pidrive,0.0.0.0,192.168.1.23,1402842647,40.635843,-89.476016,3
56606,pidrive,0.0.0.0,192.168.1.23,1402842648,40.635843,-89.475945,1
56607,pidrive,0.0.0.0,192.168.1.23,1402842648,40.635843,-89.475945,2
56608,pidrive,0.0.0.0,192.168.1.23,1402842648,40.635843,-89.475945,3
56609,pidrive,,,1402842648,40.635843,-89.475945,0
56610,pidrive,0.0.0.0,192.168.1.23,1402842649,40.635849,-89.475874,1
56611,pidrive,0.0.0.0,192.168.1.23,1402842649,40.635849,-89.475874,2
56612,pidrive,0.0.0.0,192.168.1.23,1402842649,40.635849,-89.475874,3
56613,pidrive,,,1402842649,40.635849,-89.475874,0
56614,pidrive,0.0.0.0,192.168.1.23,1402842650,40.635861,-89.475826,1
56615,pidrive,0.0.0.0,192.168.1.23,1402842650,40.635861,-89.475826,2
56616,pidrive,0.0.0.0,192.168.1.23,1402842650,40.635861,-89.475826,3
56617,pidrive,,,1402842650,40.635861,-89.475826,0
56618,pidrive,0.0.0.0,192.168.1.23,1402842650,40.635861,-89.475826,1
56619,pidrive,0.0.0.0,192.168.1.23,1402842651,40.635899,-89.475779,2
56620,pidrive,0.0.0.0,192.168.1.23,1402842651,40.635899,-89.475779,3
56621,pidrive,,,1402842651,40.635899,-89.475779,0
56622,pidrive,,,1402842652,40.635937,-89.475755,0
56554,pidrive,192.168.1.65,,1402842653,1000,,7
56623,pidrive,,,1402842653,40.635988,-89.475742,0
56624,pidrive,,,1402842654,40.636045,-89.475742,0
56625,pidrive,,,1402842656,40.636173,-89.475741,0
56626,pidrive,,,1402842656,40.636173,-89.475741,0
56627,pidrive,,,1402842657,40.636244,-89.475740,0
56577,pidrive,192.168.1.65,,1402842659,40.636384,-89.475751,4
56637,pidrive,,,1402842659,40.636384,-89.475751,0
56638,pidrive,0.0.0.0,192.168.1.23,1402842659,40.636384,-89.475751,1
56639,pidrive,0.0.0.0,192.168.1.23,1402842659,40.636384,-89.475751,2
56640,pidrive,0.0.0.0,192.168.1.23,1402842659,40.636384,-89.475751,3
56641,pidrive,,,1402842660,40.636461,-89.475751,0
56595,pidrive,192.168.1.65,,1402842661,40.636531,-89.475750,4
56642,pidrive,0.0.0.0,192.168.1.23,1402842661,40.636531,-89.475750,1
56643,pidrive,0.0.0.0,192.168.1.23,1402842661,40.636531,-89.475750,2
56644,pidrive,0.0.0.0,192.168.1.23,1402842661,40.636531,-89.475750,3
56645,pidrive,,,1402842661,40.636531,-89.475750,0
56603,pidrive,192.168.1.65,,1402842662,40.636601,-89.475738,4
56646,pidrive,0.0.0.0,192.168.1.23,1402842662,40.636601,-89.475738,1
56647,pidrive,0.0.0.0,192.168.1.23,1402842662,40.636601,-89.475738,2
56648,pidrive,0.0.0.0,192.168.1.23,1402842662,40.636601,-89.475738,3
56649,pidrive,,,1402842662,40.636601,-89.475738,0
56650,pidrive,0.0.0.0,192.168.1.23,1402842662,40.636601,-89.475738,1
56651,pidrive,0.0.0.0,192.168.1.23,1402842662,40.636601,-89.475738,2
56652,pidrive,0.0.0.0,192.168.1.23,1402842662,40.636601,-89.475738,3
56653,pidrive,,,1402842663,40.636678,-89.475737,0
56654,pidrive,0.0.0.0,192.168.1.23,1402842663,40.636678,-89.475737,1
56655,pidrive,0.0.0.0,192.168.1.23,1402842664,40.636749,-89.475737,2
56656,pidrive,0.0.0.0,192.168.1.23,1402842664,40.636749,-89.475737,3
56657,pidrive,,,1402842664,40.636749,-89.475737,0
56628,pidrive,192.168.1.65,,1402842665,40.636832,-89.475724,4
56658,pidrive,0.0.0.0,192.168.1.23,1402842665,40.636832,-89.475724,1
56659,pidrive,0.0.0.0,192.168.1.23,1402842665,40.636832,-89.475724,2
56660,pidrive,0.0.0.0,192.168.1.23,1402842665,40.636832,-89.475724,3
56661,pidrive,,,1402842665,40.636832,-89.475724,0
56629,pidrive,192.168.1.65,,1402842666,40.636916,-89.475724,4
56662,pidrive,0.0.0.0,192.168.1.23,1402842666,40.636916,-89.475724,1
56663,pidrive,0.0.0.0,192.168.1.23,1402842666,40.636916,-89.475724,2
56665,pidrive,0.0.0.0,192.168.1.23,1402842666,40.636916,-89.475724,3
56666,pidrive,,,1402842666,40.636916,-89.475724,0
56630,pidrive,192.168.1.65,,1402842667,40.636999,-89.475723,4
56667,pidrive,0.0.0.0,192.168.1.23,1402842667,40.636999,-89.475723,1
56668,pidrive,0.0.0.0,192.168.1.23,1402842667,40.636999,-89.475723,2
56669,pidrive,0.0.0.0,192.168.1.23,1402842667,40.636999,-89.475723,3
56670,pidrive,,,1402842667,40.636999,-89.475723,0
56631,pidrive,192.168.1.65,,1402842668,40.637082,-89.475722,4
56671,pidrive,0.0.0.0,192.168.1.23,1402842668,40.637082,-89.475722,1
56672,pidrive,0.0.0.0,192.168.1.23,1402842668,40.637082,-89.475722,2
56673,pidrive,0.0.0.0,192.168.1.23,1402842668,40.637082,-89.475722,3
56674,pidrive,,,1402842668,40.637082,-89.475722,0
56632,pidrive,192.168.1.65,,1402842669,40.637165,-89.475722,4
56675,pidrive,0.0.0.0,192.168.1.23,1402842669,40.637165,-89.475722,1
56676,pidrive,0.0.0.0,192.168.1.23,1402842669,40.637165,-89.475722,2
56677,pidrive,0.0.0.0,192.168.1.23,1402842669,40.637165,-89.475722,3
56678,pidrive,,,1402842669,40.637165,-89.475722,0
56633,pidrive,192.168.1.65,,1402842670,40.637248,-89.475721,4
56679,pidrive,0.0.0.0,192.168.1.23,1402842670,40.637248,-89.475721,1
56680,pidrive,0.0.0.0,192.168.1.23,1402842670,40.637248,-89.475721,2
56681,pidrive,0.0.0.0,192.168.1.23,1402842670,40.637248,-89.475721,3
56634,pidrive,192.168.1.65,,1402842671,40.637331,-89.475720,4
56682,pidrive,,,1402842671,40.637331,-89.475720,0
56683,pidrive,0.0.0.0,192.168.1.23,1402842671,40.637331,-89.475720,1
56684,pidrive,0.0.0.0,192.168.1.23,1402842671,40.637331,-89.475720,2
56685,pidrive,0.0.0.0,192.168.1.23,1402842671,40.637331,-89.475720,3
56686,pidrive,,,1402842671,40.637331,-89.475720,0
56635,pidrive,192.168.1.65,,1402842672,40.637408,-89.475720,4
56687,pidrive,0.0.0.0,192.168.1.23,1402842672,40.637408,-89.475720,1
56688,pidrive,0.0.0.0,192.168.1.23,1402842672,40.637408,-89.475720,2
56689,pidrive,0.0.0.0,192.168.1.23,1402842672,40.637408,-89.475720,3
56690,pidrive,,,1402842673,40.637484,-89.475719,0
56636,pidrive,192.168.1.65,,1402842674,40.637554,-89.475719,4
56664,pidrive,192.168.1.65,,1402842674,40.637554,-89.475719,4
56691,pidrive,0.0.0.0,192.168.1.23,1402842674,40.637554,-89.475719,1
56692,pidrive,0.0.0.0,192.168.1.23,1402842674,40.637554,-89.475719,2
56693,pidrive,0.0.0.0,192.168.1.23,1402842674,40.637554,-89.475719,3
56694,pidrive,,,1402842674,40.637554,-89.475719,0
56704,pidrive,0.0.0.0,192.168.1.23,1402842674,40.637554,-89.475719,1
56705,pidrive,0.0.0.0,192.168.1.23,1402842674,40.637554,-89.475719,2
56706,pidrive,0.0.0.0,192.168.1.23,1402842674,40.637554,-89.475719,3
56707,pidrive,,,1402842674,40.637554,-89.475719,0
56695,pidrive,192.168.1.65,,1402842676,40.637682,-89.475729,4
56708,pidrive,,,1402842676,40.637682,-89.475729,0
56709,pidrive,0.0.0.0,192.168.1.23,1402842676,40.637682,-89.475729,1
56710,pidrive,0.0.0.0,192.168.1.23,1402842676,40.637682,-89.475729,2
56711,pidrive,0.0.0.0,192.168.1.23,1402842676,40.637682,-89.475729,3
56696,pidrive,192.168.1.65,,1402842677,40.637740,-89.475753,4
56712,pidrive,,,1402842677,40.637740,-89.475753,0
56713,pidrive,0.0.0.0,192.168.1.23,1402842677,40.637740,-89.475753,1
56714,pidrive,0.0.0.0,192.168.1.23,1402842677,40.637740,-89.475753,2
56715,pidrive,0.0.0.0,192.168.1.23,1402842677,40.637740,-89.475753,3
56716,pidrive,,,1402842677,40.637740,-89.475753,0
56697,pidrive,192.168.1.65,,1402842678,40.637791,-89.475788,4
56717,pidrive,0.0.0.0,192.168.1.23,1402842678,40.637791,-89.475788,1
56698,pidrive,192.168.1.65,,1402842680,40.637837,-89.475917,4
56699,pidrive,192.168.1.65,,1402842680,40.637837,-89.475917,4
56718,pidrive,0.0.0.0,192.168.1.23,1402842680,40.637837,-89.475917,1
56719,pidrive,0.0.0.0,192.168.1.23,1402842680,40.637837,-89.475917,2
56720,pidrive,0.0.0.0,192.168.1.23,1402842680,40.637837,-89.475917,3
56721,pidrive,0.0.0.0,192.168.1.23,1402842680,40.637837,-89.475917,1
56722,pidrive,0.0.0.0,192.168.1.23,1402842680,40.637837,-89.475917,2
56723,pidrive,0.0.0.0,192.168.1.23,1402842680,40.637837,-89.475917,3
56724,pidrive,0.0.0.0,192.168.1.23,1402842681,40.637850,-89.476000,2
56725,pidrive,0.0.0.0,192.168.1.23,1402842681,40.637850,-89.476000,3
56700,pidrive,192.168.1.65,,1402842682,40.637857,-89.476095,4
56726,pidrive,,,1402842682,40.637857,-89.476095,0
56727,pidrive,0.0.0.0,192.168.1.23,1402842682,40.637857,-89.476095,1
56728,pidrive,0.0.0.0,192.168.1.23,1402842682,40.637857,-89.476095,2
56729,pidrive,0.0.0.0,192.168.1.23,1402842682,40.637857,-89.476095,3
56701,pidrive,192.168.1.65,,1402842683,40.637857,-89.476189,4
56730,pidrive,,,1402842683,40.637857,-89.476189,0
56731,pidrive,0.0.0.0,192.168.1.23,1402842683,40.637857,-89.476189,1
56732,pidrive,0.0.0.0,192.168.1.23,1402842683,40.637857,-89.476189,2
56734,pidrive,0.0.0.0,192.168.1.23,1402842683,40.637857,-89.476189,3
56735,pidrive,,,1402842683,40.637857,-89.476189,0
56702,pidrive,192.168.1.65,,1402842684,40.637858,-89.476272,4
56736,pidrive,0.0.0.0,192.168.1.23,1402842684,40.637858,-89.476272,1
56737,pidrive,0.0.0.0,192.168.1.23,1402842684,40.637858,-89.476272,2
56738,pidrive,0.0.0.0,192.168.1.23,1402842684,40.637858,-89.476272,3
56703,pidrive,192.168.1.65,,1402842685,40.637858,-89.476366,4
56739,pidrive,,,1402842685,40.637858,-89.476366,0
56740,pidrive,0.0.0.0,192.168.1.23,1402842685,40.637858,-89.476366,1
56741,pidrive,0.0.0.0,192.168.1.23,1402842685,40.637858,-89.476366,2
56742,pidrive,0.0.0.0,192.168.1.23,1402842685,40.637858,-89.476366,3
56733,pidrive,192.168.1.65,,1402842686,40.637858,-89.476449,4
56751,pidrive,,,1402842686,40.637858,-89.476449,0
56752,pidrive,0.0.0.0,192.168.1.23,1402842686,40.637858,-89.476449,1
56754,pidrive,0.0.0.0,192.168.1.23,1402842686,40.637858,-89.476449,2
56755,pidrive,0.0.0.0,192.168.1.23,1402842686,40.637858,-89.476449,3
56756,pidrive,,,1402842686,40.637858,-89.476449,0
56743,pidrive,192.168.1.65,,1402842687,40.637859,-89.476544,4
56757,pidrive,0.0.0.0,192.168.1.23,1402842687,40.637859,-89.476544,1
56758,pidrive,0.0.0.0,192.168.1.23,1402842687,40.637859,-89.476544,2
56759,pidrive,0.0.0.0,192.168.1.23,1402842687,40.637859,-89.476544,3
56744,pidrive,192.168.1.65,,1402842688,40.637834,-89.476627,4
56760,pidrive,,,1402842688,40.637834,-89.476627,0
56761,pidrive,0.0.0.0,192.168.1.23,1402842688,40.637834,-89.476627,1
56762,pidrive,0.0.0.0,192.168.1.23,1402842688,40.637834,-89.476627,2
56763,pidrive,0.0.0.0,192.168.1.23,1402842688,40.637834,-89.476627,3
56745,pidrive,192.168.1.65,,1402842689,40.637809,-89.476710,4
56764,pidrive,,,1402842689,40.637809,-89.476710,0
56765,pidrive,0.0.0.0,192.168.1.23,1402842689,40.637809,-89.476710,1
56766,pidrive,0.0.0.0,192.168.1.23,1402842689,40.637809,-89.476710,2
56767,pidrive,0.0.0.0,192.168.1.23,1402842689,40.637809,-89.476710,3
56746,pidrive,192.168.1.65,,1402842690,40.637777,-89.476781,4
56768,pidrive,,,1402842690,40.637777,-89.476781,0
56769,pidrive,0.0.0.0,192.168.1.23,1402842690,40.637777,-89.476781,1
56770,pidrive,0.0.0.0,192.168.1.23,1402842690,40.637777,-89.476781,2
56771,pidrive,0.0.0.0,192.168.1.23,1402842690,40.637777,-89.476781,3
56747,pidrive,192.168.1.65,,1402842691,40.637758,-89.476840,4
56772,pidrive,,,1402842691,40.637758,-89.476840,0
56773,pidrive,0.0.0.0,192.168.1.23,1402842691,40.637758,-89.476840,1
56774,pidrive,0.0.0.0,192.168.1.23,1402842692,40.637694,-89.476888,2
56775,pidrive,0.0.0.0,192.168.1.23,1402842692,40.637694,-89.476888,3
56776,pidrive,,,1402842692,40.637694,-89.476888,0
56748,pidrive,192.168.1.65,,1402842693,40.637624,-89.476912,4
56777,pidrive,,,1402842693,40.637624,-89.476912,0
56778,pidrive,0.0.0.0,192.168.1.23,1402842693,40.637624,-89.476912,1
56779,pidrive,0.0.0.0,192.168.1.23,1402842693,40.637624,-89.476912,2
56780,pidrive,0.0.0.0,192.168.1.23,1402842693,40.637624,-89.476912,3
56749,pidrive,192.168.1.65,,1402842694,40.637554,-89.476912,4
56781,pidrive,,,1402842694,40.637554,-89.476912,0
56782,pidrive,0.0.0.0,192.168.1.23,1402842694,40.637554,-89.476912,1
56783,pidrive,0.0.0.0,192.168.1.23,1402842694,40.637554,-89.476912,2
56784,pidrive,0.0.0.0,192.168.1.23,1402842694,40.637554,-89.476912,3
56750,pidrive,192.168.1.65,,1402842695,40.637484,-89.476925,4
56785,pidrive,,,1402842695,40.637484,-89.476925,0
56786,pidrive,0.0.0.0,192.168.1.23,1402842695,40.637484,-89.476925,1
56787,pidrive,0.0.0.0,192.168.1.23,1402842695,40.637484,-89.476925,2
56788,pidrive,0.0.0.0,192.168.1.23,1402842695,40.637484,-89.476925,3
56753,pidrive,192.168.1.65,,1402842696,40.637407,-89.476926,4
56789,pidrive,,,1402842696,40.637407,-89.476926,0
56800,pidrive,0.0.0.0,192.168.1.23,1402842696,40.637407,-89.476926,1
56801,pidrive,0.0.0.0,192.168.1.23,1402842696,40.637407,-89.476926,2
56802,pidrive,0.0.0.0,192.168.1.23,1402842696,40.637407,-89.476926,3
56790,pidrive,192.168.1.65,,1402842698,40.637255,-89.476915,4
56791,pidrive,192.168.1.65,,1402842698,40.637255,-89.476915,4
56803,pidrive,,,1402842698,40.637255,-89.476915,0
56804,pidrive,0.0.0.0,192.168.1.23,1402842698,40.637255,-89.476915,1
56805,pidrive,0.0.0.0,192.168.1.23,1402842698,40.637255,-89.476915,2
56806,pidrive,0.0.0.0,192.168.1.23,1402842698,40.637255,-89.476915,3
56807,pidrive,,,1402842698,40.637255,-89.476915,0
56808,pidrive,0.0.0.0,192.168.1.23,1402842698,40.637255,-89.476915,1
56809,pidrive,0.0.0.0,192.168.1.23,1402842698,40.637255,-89.476915,2
56810,pidrive,0.0.0.0,192.168.1.23,1402842698,40.637255,-89.476915,3
56811,pidrive,,,1402842699,40.637172,-89.476904,0
56792,pidrive,192.168.1.65,,1402842700,40.637096,-89.476904,4
56812,pidrive,0.0.0.0,192.168.1.23,1402842700,40.637096,-89.476904,1
56813,pidrive,0.0.0.0,192.168.1.23,1402842700,40.637096,-89.476904,2
56814,pidrive,0.0.0.0,192.168.1.23,1402842700,40.637096,-89.476904,3
56793,pidrive,192.168.1.65,,1402842701,40.637013,-89.476905,4
56794,pidrive,192.168.1.65,,1402842701,40.637013,-89.476905,4
56815,pidrive,,,1402842701,40.637013,-89.476905,0
56816,pidrive,0.0.0.0,192.168.1.23,1402842701,40.637013,-89.476905,1
56817,pidrive,0.0.0.0,192.168.1.23,1402842701,40.637013,-89.476905,2
56818,pidrive,0.0.0.0,192.168.1.23,1402842701,40.637013,-89.476905,3
56819,pidrive,,,1402842701,40.637013,-89.476905,0
56820,pidrive,0.0.0.0,192.168.1.23,1402842701,40.637013,-89.476905,1
